,Unnamed: 0,pharma_company,brand_name_en,generic_name_en,substance_name_en,atc_code_raw,anatomical_desc,therapeutic_desc,pharmacological_desc,subpharmacological_desc,chemical_desc,preprocessed_index
5176,5176,darou pakhsh,ondansetron   solution oral 4 mg/5ml 60 ml,ondansetron solution oral 4 mg/5ml 60 ml,ondansetron,a04aa01,alimentary tract and metabolism,antiemetics and antinauseants,antiemetics and antinauseants,serotonin (5ht3) antagonists,ondansetron,5176
5177,5177,darou pakhsh,ondansetron   solution oral 4 mg/5ml 60 ml,ondansetron solution oral 4 mg/5ml 60 ml,ondansetron,a04aa01,alimentary tract and metabolism,antiemetics and antinauseants,antiemetics and antinauseants,serotonin (5ht3) antagonists,ondansetron,5177
5178,5178,darou pakhsh,ondansetron   solution oral 4 mg/5ml 60 ml,ondansetron solution oral 4 mg/5ml 60 ml,ondansetron,a04aa01,alimentary tract and metabolism,antiemetics and antinauseants,antiemetics and antinauseants,serotonin (5ht3) antagonists,ondansetron,5178
5179,5179,cipla,"budecort   aerosol, metered respiratory 200 ug/1{dose} 200 mg","budesonide aerosol, metered respiratory 200 ug/1{dose} 200 {dose}",budesonide,r03ba02,respiratory system,drugs for obstructive airway diseases,"other drugs for obstructive airway diseases, inhalants",glucocorticoids,budesonide,5179
5180,5180,cipla,"budecort   aerosol, metered respiratory 200 ug/1{dose} 200 mg","budesonide aerosol, metered respiratory 200 ug/1{dose} 200 {dose}",budesonide,r03ba02,respiratory system,drugs for obstructive airway diseases,"other drugs for obstructive airway diseases, inhalants",glucocorticoids,budesonide,5180
5181,5181,cipla,"budecort   aerosol, metered respiratory 200 ug/1{dose} 200 mg","budesonide aerosol, metered respiratory 200 ug/1{dose} 200 {dose}",budesonide,r03ba02,respiratory system,drugs for obstructive airway diseases,"other drugs for obstructive airway diseases, inhalants",glucocorticoids,budesonide,5181
5182,5182,shafa pharmaceutical & hygienic mfg.co.,sildenafil   tablet oral 100 mg,sildenafil (as citrate) tablet oral 100 mg,sildenafil (as citrate),g04be03,genito urinary system and sex hormones,urologicals,urologicals,drugs used in erectile dysfunction,sildenafil,5182
5183,5183,exir pharmaceutical company,ciprofloxacin-exir   tablet oral 500 mg,ciprofloxacin tablet oral 500 mg,ciprofloxacin,j01ma02,antiinfectives for systemic use,antibacterials for systemic use,quinolone antibacterials,fluoroquinolones,ciprofloxacin,5183
5184,5184,exir pharmaceutical company,ciprofloxacin-exir   tablet oral 500 mg,ciprofloxacin tablet oral 500 mg,ciprofloxacin,j01ma02,antiinfectives for systemic use,antibacterials for systemic use,quinolone antibacterials,fluoroquinolones,ciprofloxacin,5184
5185,5185,exir pharmaceutical company,captopril-exir   tablet oral 50 mg,captopril tablet oral 50 mg,captopril,c09aa01,cardiovascular system,agents acting on the renin-angiotensin system,"ace inhibitors, plain","ace inhibitors, plain",captopril,5185
5186,5186,exir pharmaceutical company,cyanovit   injection parenteral 1000 ug/1ml  ug,vitamin b12 injection parenteral 1000 ug/1ml,vitamin b12,b03ba01,blood and blood forming organs,antianemic preparations,vitamin b12 and folic acid,vitamin b12 (cyanocobalamin and analogues),cyanocobalamin,5186
5187,5187,exir pharmaceutical company,cyanovit   injection parenteral 1000 ug/1ml  ug,vitamin b12 injection parenteral 1000 ug/1ml,vitamin b12,b03ba01,blood and blood forming organs,antianemic preparations,vitamin b12 and folic acid,vitamin b12 (cyanocobalamin and analogues),cyanocobalamin,5187
5188,5188,exir pharmaceutical company,cyanovit   injection parenteral 1000 ug/1ml  ug,vitamin b12 injection parenteral 1000 ug/1ml,vitamin b12,b03ba01,blood and blood forming organs,antianemic preparations,vitamin b12 and folic acid,vitamin b12 (cyanocobalamin and analogues),cyanocobalamin,5188
5189,5189,fanavarihaye novin darouie atieh,motivin   tablet oral 10 mg,domperidone tablet oral 10 mg,domperidone,a03fa03,alimentary tract and metabolism,drugs for functional gastrointestinal disorders,propulsives,propulsives,domperidone,5189
5190,5190,fanavarihaye novin darouie atieh,motivin   tablet oral 10 mg,domperidone tablet oral 10 mg,domperidone,a03fa03,alimentary tract and metabolism,drugs for functional gastrointestinal disorders,propulsives,propulsives,domperidone,5190
5191,5191,fanavarihaye novin darouie atieh,motivin   tablet oral 10 mg,domperidone tablet oral 10 mg,domperidone,a03fa03,alimentary tract and metabolism,drugs for functional gastrointestinal disorders,propulsives,propulsives,domperidone,5191
5192,5192,darou pakhsh,metronidazole   gel topical 0.75 % 30 g,metronidazole gel topical 0.75 % 30 g,metronidazole,d06bx01,dermatologicals,antibiotics and chemotherapeutics for dermatological use,chemotherapeutics for topical use,other chemotherapeutics,metronidazole,5192
5193,5193,cadila healthcare ltd,"endoxan-n   injection, powder, for solution parenteral 500 mg  mg","cyclophosphamide injection, powder, for solution parenteral 500 mg",cyclophosphamide,l01aa01,antineoplastic and immunomodulating agents,antineoplastic agents,alkylating agents,nitrogen mustard analogues,cyclophosphamide,5193
5194,5194,darou pakhsh,"omeprazole   capsule, delayed release pellets oral 20 mg","omeprazole capsule, delayed release pellets oral 20 mg",omeprazole,a02bc01,alimentary tract and metabolism,drugs for acid related disorders,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),proton pump inhibitors,omeprazole,5194
5195,5195,darou pakhsh,"omeprazole   capsule, delayed release pellets oral 20 mg","omeprazole capsule, delayed release pellets oral 20 mg",omeprazole,a02bc01,alimentary tract and metabolism,drugs for acid related disorders,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),proton pump inhibitors,omeprazole,5195
5196,5196,norgine,dantrium   capsule oral 25 mg,dantrolene sodium capsule oral 25 mg,dantrolene sodium,,nervous system,,,,,5196
5197,5197,aburaihan pharmaceutical co,cyproterone compound   tablet oral 2 mg/0.035 mg,cyproterone compound tablet oral 2 mg/0.035 mg,cyproterone compound,g03hb01,genito urinary system and sex hormones,sex hormones and modulators of the genital system,antiandrogens,antiandrogens and estrogens,cyproterone and estrogen,5197
5198,5198,tehran chemie pharmaceutical co.,"metfortex   tablet, extended release oral 500 mg","metformin hydrochloride tablet, extended release oral 500 mg",metformin hydrochloride,a10ba02,alimentary tract and metabolism,drugs used in diabetes,"blood glucose lowering drugs, excl. insulins",biguanides,metformin,5198
5199,5199,exir pharmaceutical company,"ceftizoxime   injection, powder, for solution parenteral 1 g  g","ceftizoxime injection, powder, for solution parenteral 1 g",ceftizoxime,j01dd07,antiinfectives for systemic use,antibacterials for systemic use,other beta-lactam antibacterials,third-generation cephalosporins,ceftizoxime,5199
5200,5200,orion,temodal   capsule oral 5 mg,temozolomide capsule oral 5 mg,temozolomide,l01ax03,antineoplastic and immunomodulating agents,antineoplastic agents,alkylating agents,other alkylating agents,temozolomide,5200
5201,5201,exir pharmaceutical company,ondansetron   solution oral 4 mg/5ml 60 ml,ondansetron solution oral 4 mg/5ml 60 ml,ondansetron,a04aa01,alimentary tract and metabolism,antiemetics and antinauseants,antiemetics and antinauseants,serotonin (5ht3) antagonists,ondansetron,5201
5202,5202,exir pharmaceutical company,ondansetron   solution oral 4 mg/5ml 60 ml,ondansetron solution oral 4 mg/5ml 60 ml,ondansetron,a04aa01,alimentary tract and metabolism,antiemetics and antinauseants,antiemetics and antinauseants,serotonin (5ht3) antagonists,ondansetron,5202
5203,5203,exir pharmaceutical company,ondansetron   solution oral 4 mg/5ml 60 ml,ondansetron solution oral 4 mg/5ml 60 ml,ondansetron,a04aa01,alimentary tract and metabolism,antiemetics and antinauseants,antiemetics and antinauseants,serotonin (5ht3) antagonists,ondansetron,5203
5204,5204,afachemi,"afamox   powder, for suspension oral 125 mg/5ml 100 mg","amoxicillin powder, for suspension oral 125 mg/5ml 100 ml",amoxicillin,j01ca04,antiinfectives for systemic use,antibacterials for systemic use,"beta-lactam antibacterials, penicillins",penicillins with extended spectrum,amoxicillin,5204
5205,5205,afachemi,"afamox   powder, for suspension oral 125 mg/5ml 100 mg","amoxicillin powder, for suspension oral 125 mg/5ml 100 ml",amoxicillin,j01ca04,antiinfectives for systemic use,antibacterials for systemic use,"beta-lactam antibacterials, penicillins",penicillins with extended spectrum,amoxicillin,5205
5206,5206,sobhandarou,abilizol   tablet oral 10 mg,aripiprazole tablet oral 10 mg,aripiprazole,n05ax12,nervous system,psycholeptics,antipsychotics,other antipsychotics,aripiprazole,5206
5207,5207,sobhandarou,abilizol   tablet oral 10 mg,aripiprazole tablet oral 10 mg,aripiprazole,n05ax12,nervous system,psycholeptics,antipsychotics,other antipsychotics,aripiprazole,5207
5208,5208,sobhandarou,abilizol   tablet oral 10 mg,aripiprazole tablet oral 10 mg,aripiprazole,n05ax12,nervous system,psycholeptics,antipsychotics,other antipsychotics,aripiprazole,5208
5209,5209,toliddaru pharma. co.,clindamycin   suppository vaginal 100 mg,clindamycin (as phosphate) suppository vaginal 100 mg,clindamycin (as phosphate),g01aa10,genito urinary system and sex hormones,gynecological antiinfectives and antiseptics,"antiinfectives and antiseptics, excl. combinations with corticosteroids",antibiotics,clindamycin,5209
5210,5210,pursina pharmaceutical co.,dextromethorphan   tablet oral 15 mg,dextromethorphan hydrobromide tablet oral 15 mg,dextromethorphan hydrobromide,r05da09,respiratory system,cough and cold preparations,"cough suppressants, excl. combinations with expectorants",opium alkaloids and derivatives,dextromethorphan,5210
5211,5211,darou pakhsh,iopaque   injection parenteral 300 mg/1ml 50 ml,iohexol injection parenteral 300 mg/1ml 50 ml,iohexol,v08ab02,various,contrast media,"x-ray contrast media, iodinated","watersoluble, nephrotropic, low osmolar x-ray contrast media",iohexol,5211
5212,5212,exir pharmaceutical company,hyoscine-n-butyl bromide-exir   injection parenteral 20 mg/1ml  ml,hyoscine-n-butyl bromide injection parenteral 20 mg/1ml,hyoscine-n-butyl bromide,a03bb,alimentary tract and metabolism,drugs for functional gastrointestinal disorders,"belladonna and derivatives, plain","belladonna alkaloids, semisynthetic, quaternary ammonium compounds",,5212
5213,5213,sobhan oncology,"cisplat   injection, solution, concentrate intravenous 0.5 mg/1ml 20 ml","cisplatin injection, solution, concentrate intravenous 0.5 mg/1ml 20 ml",cisplatin,l01xa01,antineoplastic and immunomodulating agents,antineoplastic agents,other antineoplastic agents,platinum compounds,cisplatin,5213
5214,5214,amin pharmaceutical co.,celecoxib   capsule oral 200 mg,celecoxib capsule oral 200 mg,celecoxib,m01ah01,musculo-skeletal system,antiinflammatory and antirheumatic products,"antiinflammatory and antirheumatic products, non-steroids",coxibs,celecoxib,5214
5215,5215,exir pharmaceutical company,bizopex   tablet oral 5 mg,bisoprolol fumarate tablet oral 5 mg,bisoprolol fumarate,c07ab07,cardiovascular system,beta blocking agents,beta blocking agents,"beta blocking agents, selective",bisoprolol,5215
5216,5216,amin pharmaceutical co.,prazosin   tablet oral 1 mg,prazosin tablet oral 1 mg,prazosin,c02ca01,cardiovascular system,antihypertensives,"antiadrenergic agents, peripherally acting",alpha-adrenoreceptor antagonists,prazosin,5216
5217,5217,pharmachemie,escitalopram   tablet oral 10 mg,escitalopram (as oxalate) tablet oral 10 mg,escitalopram (as oxalate),n06ab10,nervous system,psychoanaleptics,antidepressants,selective serotonin reuptake inhibitors,escitalopram,5217
5218,5218,kedrion,tetanus gamma   injection parenteral 250 [iu]/1ml  [iu],tetanus immune globulin injection parenteral 250 [iu]/1ml,tetanus immune globulin,j06bb02,antiinfectives for systemic use,immune sera and immunoglobulins,immunoglobulins,specific immunoglobulins,tetanus immunoglobulin,5218
5219,5219,pursina pharmaceutical co.,simvastatin   tablet oral 20 mg,simvastatin tablet oral 20 mg,simvastatin,c10aa01,cardiovascular system,lipid modifying agents,"lipid modifying agents, plain",hmg coa reductase inhibitors,simvastatin,5219
5220,5220,toliddaru pharma. co.,isorbide   tablet oral 10 mg,isosorbide dinitrate tablet oral 10 mg,isosorbide dinitrate,c01da08,cardiovascular system,cardiac therapy,vasodilators used in cardiac diseases,organic nitrates,isosorbide dinitrate,5220
5221,5221,toliddaru pharma. co.,isorbide   tablet oral 10 mg,isosorbide dinitrate tablet oral 10 mg,isosorbide dinitrate,c01da08,cardiovascular system,cardiac therapy,vasodilators used in cardiac diseases,organic nitrates,isosorbide dinitrate,5221
5222,5222,toliddaru pharma. co.,isorbide   tablet oral 10 mg,isosorbide dinitrate tablet oral 10 mg,isosorbide dinitrate,c01da08,cardiovascular system,cardiac therapy,vasodilators used in cardiac diseases,organic nitrates,isosorbide dinitrate,5222
5223,5223,toliddaru pharma. co.,isorbide   tablet oral 10 mg,isosorbide dinitrate tablet oral 10 mg,isosorbide dinitrate,c01da08,cardiovascular system,cardiac therapy,vasodilators used in cardiac diseases,organic nitrates,isosorbide dinitrate,5223
5224,5224,tehran darou pharmaceutical co.,ciproted   tablet oral 250 mg,ciprofloxacin tablet oral 250 mg,ciprofloxacin,j01ma02,antiinfectives for systemic use,antibacterials for systemic use,quinolone antibacterials,fluoroquinolones,ciprofloxacin,5224
5225,5225,tehran darou pharmaceutical co.,ciproted   tablet oral 250 mg,ciprofloxacin tablet oral 250 mg,ciprofloxacin,j01ma02,antiinfectives for systemic use,antibacterials for systemic use,quinolone antibacterials,fluoroquinolones,ciprofloxacin,5225
5226,5226,alphapharm pty ltd,flecainide mylan   tablet oral 100 mg,flecainide acetate tablet oral 100 mg,flecainide acetate,c01bc04,cardiovascular system,cardiac therapy,"antiarrhythmics, class i and iii","antiarrhythmics, class ic",flecainide,5226
5227,5227,alphapharm pty ltd,flecainide mylan   tablet oral 100 mg,flecainide acetate tablet oral 100 mg,flecainide acetate,c01bc04,cardiovascular system,cardiac therapy,"antiarrhythmics, class i and iii","antiarrhythmics, class ic",flecainide,5227
5228,5228,exir pharmaceutical company,"medonex   injection, solution, concentrate parenteral 100 ug/1ml 2 ml","dexmedetomidine (as hydrochloride) injection, solution, concentrate parenteral 100 ug/1ml 2 ml",dexmedetomidine (as hydrochloride),n05cm18,nervous system,psycholeptics,hypnotics and sedatives,other hypnotics and sedatives,dexmedetomidine,5228
5229,5229,amin pharmaceutical co.,pregasol   capsule oral 150 mg,pregabalin capsule oral 150 mg,pregabalin,n03ax16,nervous system,antiepileptics,antiepileptics,other antiepileptics,pregabalin,5229
5230,5230,alborzdarou,guaifenesin   syrup oral 100 mg/5ml 60 ml,guaifenesin syrup oral 100 mg/5ml 60 ml,guaifenesin,r05ca03,respiratory system,cough and cold preparations,"expectorants, excl. combinations with cough suppressants",expectorants,guaifenesin,5230
5231,5231,alborzdarou,guaifenesin   syrup oral 100 mg/5ml 60 ml,guaifenesin syrup oral 100 mg/5ml 60 ml,guaifenesin,r05ca03,respiratory system,cough and cold preparations,"expectorants, excl. combinations with cough suppressants",expectorants,guaifenesin,5231
5232,5232,tehran chemie pharmaceutical co.,naproxen   tablet oral 250 mg  ,naproxen tablet oral 250 mg,naproxen,m01ae02,musculo-skeletal system,antiinflammatory and antirheumatic products,"antiinflammatory and antirheumatic products, non-steroids",propionic acid derivatives,naproxen,5232
